title1_zh,title2_zh,label
网警辟谣｜微信群传播保定博野“有人偷孩子”系谣言！,河南商丘警方回应偷小孩传言：系男子酒后滋事,disagreed
朱之文正式宣布退出歌坛，于文华边哭边唱这首歌，为了一个男人？,6.9亿成交量！连续涨幅245%！3月第一支新妖股强势诞生！,unrelated
木耳这样吃，如此砒霜，中毒没商量,木耳这样吃等于吃砒霜，中毒可能性很大,agreed
他决定吃90天麦当劳减肥，居然瘦了32斤！,麦当劳冰淇淋机发霉！中国麦当劳连夜发声明辟谣食品丑闻 这样的冰淇淋甜筒还敢吃吗？,unrelated
老人隔着玻璃晒太阳可以补钙么_,你知道为什么隔玻璃晒太阳不能补钙吗？,agreed
刚帮丈夫还清4个亿，又赔6000万，再强大的刘涛也不够被伤害,简直要崩溃了！国民媳妇刘涛刚帮老公还债4个亿，又赔了6000万！,agreed
炸三峡大坝到底有多难？一旦成功将会面临怎样的报复？,日本叫嚣，扬言“想炸”三峡大坝，中国：难道他们准备好灭国了？,unrelated
以案说法之 案例二 某地出现四个假和尚入室偷肾,和尚偷肾是假的 封丘男子传谣被拘,disagreed
花生千万不要这么吃了，可能会中毒，还会导致癌症找上门！,麻醉医生猥亵昏迷女病人 丧失医德不能缓刑,unrelated
7月1日起，独生子女父母可领1920元,辟谣：微信群流传“独生子女父母可领1920元”系谣言,disagreed
深圳某学校门口惊现机关枪争学位,辟谣｜网传深圳某学校门口惊现机关枪争学位相关部门辟谣,disagreed
千万不要盲目吃药降血糖，淳朴的她有办法！,吃红薯是升血糖还是降血糖？终于有标准答案了！.mp4,unrelated
滕州有人贩子100元感谢费骗孩子上车带路,滕州家长注意新谣言：100元感谢费骗孩子上车带路？,disagreed
娱乐圈汪涵儿子生日，马云发了个红包，真的是贫穷限制了想象力 4,娱乐圈汪涵儿子生日，马云发了个红包，真的是贫穷限制了想象力 7,agreed
成都大熊猫基地被曝虐待：熊猫患病黑眼圈泛白,成都大熊猫繁育研究基地深夜辟谣：网传“虐待大熊猫”与事实严重不符,disagreed
刘强东奶茶妹妹疑似分手,同时删微博，难道刘强东奶茶妹分手了吗？2,agreed
每天早上空腹一杯酵素，排毒养颜,排毒养颜吃哪些水果效果最好,unrelated
男子误入洞穴发现开天神斧，专家称杀气太重奉劝上交！,"老头捡回一把古怪的斧刀,专家的话让他吓一跳!_",agreed
新骗术？花百元请小学生带路，拐骗新招刷爆朋友圈！,百元请儿童上车带路消息引恐慌 “旧谣新炒”公安辟谣：假的！,disagreed
王思聪表白马化腾女儿！两人机场牵手照流出！恭喜？,马化腾怒斥：“王思聪表白马化腾女儿”一事为谣言，会追查到底,disagreed
张家口骡子“隔空碰瓷游客1万块”？事件惊天反转，网友纷纷心疼骡子不会说话，还进了屠宰场……,民警扶大妈被讹 真相澄清后遭怼：看见警车吓的,unrelated
林心如退出娱乐圈当家庭主妇 霍建华的回答让网友沸腾了,林心如宣布出娱乐圈 霍建华见解独到,agreed
手机光清理垃圾没有用，打开手机这个设置，立马和新机一样流畅,只清理手机垃圾是没有用的，这样设置一下，再也不用担心内存不够,agreed
李小璐曾为李晨打胎？为何她最后还是选择贾乃亮甩了李晨？,李晨回忆与李小璐昔日恋情：不说并不代表忘记曾为他打胎的小璐,agreed
祈年纪国风音乐盛典 将二次元带进天坛,超快顺产男宝一枚，附症状，分享酸爽生产经历，宝妈快快来接哦,unrelated
桃子和西瓜一起吃会致命？专家：我常一起吃,无语！桃子和西瓜一起吃致命？辟谣：不会中毒，但吃多易腹泻,disagreed
张卫健吸毒被带走,张卫健吸毒被抓？造谣一张嘴，辟谣跑断腿啊,disagreed
艾叶配上它，轻松解决腰间盘，腰腿疼痛，连医生都不敢相信！,腰间盘突出终于碰到对手了，艾叶秘制疗法，多年腰腿疼轻松搞定！,agreed
曹操的七十二疑冢可信度有多高？专家揭秘曹操遗骸成热搜,考古新发现确认曹操遗骸？旧闻！河南省文物考古研究院辟谣,disagreed
44岁央视一姐朱迅与老公近照，被癌症折磨的她，已不成人样,都说胡歌公开恋情，是不是《琅琊榜2》要出来了？,unrelated
“尔豪”高鑫被曝与王一楠离婚，携神秘妙龄女陪女儿买买买！,娱乐圈又一对恩爱夫妻解散？“尔豪”高鑫携神秘女被爆已离婚,agreed
男孩狂犬病发作“学狗叫” 真相令人大跌眼镜,“病发学狗叫”是谣言！但这种病死亡率近100%，要当心,disagreed
大数据杀熟：苹果手机和安卓手机订购互联网某业务价格竟相差很多,亲测！ 滴滴“大数据杀熟”系谣言,disagreed
“今天起，全国严查棋牌室，60岁以下一律逮捕罚款？”网上传疯了,严查棋牌室，60岁以下拘留？四年前的谣言又复活了！,disagreed
星巴克“致癌风波”刷屏朋友圈！你以后还敢喝咖啡吗？,星巴克咖啡“致癌”真相大白，请别再让谣言霸占屏幕！,disagreed
王思聪表白马化腾女儿！两人机场牵手照流出！恭喜？,绝了，网曝王思聪表白马化腾女儿？马化腾辟谣：子虚乌有！,disagreed
刘涛3年还清了3个亿的债务，原来是有贵人相助，她背景太强大！,刘涛五年还3亿，隐退多年依然实力不凡，还有贵人相助,agreed
2017劳动法：员工被辞退可获高额补偿，除了经济补偿金还有赔偿金,员工被企业辞退是怎样的补偿标？2017劳动法新规颁布！,agreed
关注失联的孩子五一全国公交做了决定,「辟谣」全国连锁最大失联儿童守护点只此一家！,disagreed
哺乳时留下的残奶会致乳腺癌,谣言：哺乳时留下的残奶会致乳腺癌,disagreed
刚刚有人吃樱桃竟吃中毒5颗就能要人命，吃樱桃防中毒，有妙招18,刚刚有人吃樱桃竟吃中毒5颗就能要人命，吃樱桃防中毒，有妙招15,agreed
叶檀：深圳楼市网签暴跌八成 房价却进入万元时代,传大亚湾备案价政策松动 房价再次大幅上涨？谣言！,unrelated
研究发现丈夫干家务越多离婚率越高,"看到腾讯新闻的一个报道,调查显示:丈夫干家务越多离婚率越高?",agreed
皇马敲定内马尔加盟时间，5亿天价！C罗若不想走，可以留下当副手,C罗将离开皇马，皇马花21亿引进姆巴佩？皇马辟谣却避谈C罗的去留,unrelated
中国石油大连石化分公司突发大火 浓烟直冲云霄,辟谣：20日凌晨突发的这场火灾，现场无人员伤亡！,unrelated
日本网友爆出：旅行青蛙会死在途中，更可怕的是有可能被吃掉！,旅行青蛙会死是谣言 蛙妈们放心游子总会归家,disagreed
传滴滴收购ofo的谈判已经接近尾声,捷安特官方已出声明，ofo收购是谣言。,unrelated
10秒学会无需任何软件，免费靠谱地清理微信僵尸粉,WeTool：怎么快速删除微信僵尸粉 清理僵尸粉的最佳方法,agreed
2017生男生女最新清宫图计算法，据说很准！,2017年生男生女清宫图，生男生女早知道！,agreed
平时买的肉松面包，大部分都是棉花做的,紧急辟谣！太仓人微信疯传肉松面包用棉花冒充肉松？真相出来了,disagreed
王菲和谢霆锋恋爱17年，如今有意结婚,王菲没想过和谢霆锋结婚，只求相爱到老！,unrelated
360手机和锤子搞出合并大新闻，老罗的这句回应很暧昧,罗永浩辟谣：假的 锤子新手机究竟长什么样？,unrelated
肝癌最怕的3种“零食”，连吃5天肝毒全排出，你还不知道？,杨幂刘恺威坐实秋天已离婚，王思聪喊话：嫁给我,unrelated
小苏打洗头白发变黑发,巧用小苏打洗发，白发六分钟就上色，头发变得黑又滑,agreed
上海奉贤火灾3名消防员牺牲,上海奉贤昨日发生火灾 警方：三消防员牺牲系谣言,disagreed
烟卷里面都是纸壳,烟里有纸壳子,agreed
易中天：假如你的嘴很笨，抽空看看8本書，從此告別語無倫次的你,陳道明：如果你的嘴很笨，花點時間讀這8本書，從此不再笨嘴拙舌,agreed
快递小哥称捡到500万巨款交警方 警方却称无出警记录,快递小哥捡500万交给“警察”？真相是他撒谎！,disagreed
作为联合国难民大使的姚晨，支持接收难民被网友怒对,姚晨辟谣——针对网传呼吁中国接收难民一事,disagreed
电脑开机密码不知道，该怎么办？一招教你破解电脑密码,辟谣！支付宝随意修改登陆密码漏洞，官博已澄清,unrelated
任志强：2018中国房价仍将暴涨 楼市调控无用,任志强找潘石屹辟谣“2018房价暴涨”你俩玩呢,disagreed
48岁钟丽缇现身妇产科，医生一句话让她眉开眼笑，网友：第四胎？,已经四胎了？48岁钟丽缇现身妇产科，生了几个孩子老公是谁？,agreed
大事件！李亚男“患重度抑郁症”，王祖蓝为妻子宣暂时退出娱乐圈,王祖蓝笑答退出娱乐圈传闻 马国明叹言与黄心颖相见难,unrelated
最高法公布：醉驾可以免刑了！,“醉驾免罚”谣言,disagreed
"最新研究表明,每天喝一杯咖啡的人,自杀率降低三成",咖啡可以降低自杀率,agreed
新农合政策这么好，农民看病有着落，还不快看看！,新农合政策福利，老农民这3类疾病，看病可免费，农村人要知道,agreed
手机来电不想接，又不好意思挂断？教你一招，手机可以变空号,手机来电不想接，教你打开手机这个功能，立马变空号,agreed
艾草和白醋治疗腰间盘突出有奇效，治一个好一个，颈椎病也管用,艾草加白醋治疗腰间盘突出有奇效，治一个好一个，颈椎病也管用,agreed
一把玉米，治好了12年的颈椎病，1天见效，颈椎疼7天去根不复发,一把玉米治好了我五年的颈椎病，颈椎病患者快看，颈椎病福利,agreed
网传张柏芝大婚，多年来一直没有绯闻的她难道真要结婚了？,网传张柏芝何孟怀即将大婚 工作室辟谣：切勿相信谣言,unrelated
江疏影带张嘉译去参加同学聚会，这里简直是在开炫富大会呀,同学之间互相炫富，张嘉译巧妙回应,agreed
两个云南人在普定友好医院门口偷娃娃被当场抓获,「辟谣」关于网传“普定县友好医院门口抓获偷娃娃人贩子”的警情通报,disagreed
打蜡大米怎样鉴别？教你一招，方法简单实用，赶快进来学习一下,教你一招，鉴别打蜡大米，方法简单实用易操作,agreed
前首富黄光裕将出狱？7.2亿买下的支付牌照将成为一张王牌！,支付牌照价格动辄数亿，这家支付公司辟谣被卖！,unrelated
侯耀文墓地700万造价，郭德纲率众流泪跪拜，陈晓旭之墓在旁边！,探秘明星墓地 侯耀文墓花费108万不算最贵的，看到他的不淡定了,unrelated
网警提醒：“公安网监6点紧急通告”是谣言,“公安网监发布《微信红包》紧急通告”？谣言！,disagreed
喝醋可以软化血管？软化血管的正确做法,健康提醒：喝醋软化血管 真的有效吗？,agreed
春季湿气重，正是除湿好时节，民间祛湿偏方推荐,“湿气”反反复复治不好还肥胖水肿口气重，一个民间秘方，治一个好一个,unrelated
微信即将下线，对你有影响吗？网页版用户看过来,假的！微信辟谣，否认将关停网页版登录,disagreed
自己在家就能輕鬆治好各種胃病！老中醫教你幾招,80岁老中医治胃病的偏方，一招去除胃病胃痛，不反复,agreed
今夏最强抗癌食物排行榜 六大癌症的“克星”,网警辟谣：“国务院防癌办”发布抗癌防癌蔬菜排行榜？,unrelated
广州机场为大雁让出生命通道,"广州机场飞机停飞,为北回大雁让路",agreed
最全的食物相克口诀，让家人远离食物中毒，快转给爸妈！,快转给父母！这些食物相克都是谣言，央视3.15已曝光！,disagreed
范冰冰里面啥都不穿，被成龙看到骑了上去，李晨的表情绿了,范冰冰油都被揩光了，网友：成龙都骑在她身上了，李晨会吃醋吗？,unrelated
Gai被迫退赛，李小璐夜宿风波影响太大，网曝Jessie J也将退赛,结石姐将退赛？吉杰晒与其赴录制现场照片辟谣,disagreed
斗鱼一姐冯提莫上榜广电第二批封杀名单，又一个网红要凉凉？,广电公布第二批净网，冯提莫也将会被封杀！,agreed
神奇“醋蛋液”包治百病,还在为白头发苦恼？教你一招，变黑发简单快速，总不褪色！,unrelated
农民朋友注意：养老补贴增加了！年龄60岁以上的老年人都可领！,又新增养老补贴，60岁以上的老年人快去领了！,agreed
喝酒没开车也算酒驾？！新规出台，再不看就晚了！,「科普·辟谣」2018又出新交规？酒后躺车内休息也算酒驾？真相来了……,disagreed
恶毒婆婆不要脸，孕儿媳羊水破了也不送医院，全场嘉宾直言“太过分了”,怀孕儿媳羊水破了，独自走8公里山路，婆婆不管，老公不顾！,unrelated
厦门成为直辖市已基本确认，晋江、南安、石狮、龙海将归属厦门！,权威辟谣！网传“厦门将成为直辖市”纯属谣言！,disagreed
最新消息：小米以630-680亿美元估值招股询价！,小米最高估值680亿美元，两周内路演？雷军回应：谣言！,disagreed
河北省今年高考700分以上157个，连加分共168个，700分都上不了北大清华,「辟谣」高考700分都上不了清华北大？这条谣言又来了,disagreed
一老外在游艇出海时，偶然拍到了UFO,圆状UFO飞进日本村庄 恰巧被公路上的监控拍了下来,agreed
李天一据传保释出狱，李双江之子重出江湖？,李天一服刑4年就出狱是谣言 李双江、梦鸽如今怎么样了？,disagreed
网传平罗六中学生打死人？假的！,网警辟谣：延边州和龙市一中学生打死人了？假的,unrelated
张一山得病，暂退娱乐圈！杨紫：看他的脖子就知道,张一山因为生病不得不暂退娱乐圈，杨紫：他的脖子可以看出来,agreed
20岁出道，为救患癌症的母亲，她遭导演辱骂得罪了半个娱乐圈,20岁出道，为救患癌症母亲遭导演羞辱，曾得罪半个娱乐圈,agreed
现在农村自建房为什么不用红砖了？,开始了！农村4种宅基地“不能用”了，4种人禁止再建房，有你吗？,unrelated
养老金持续上涨，这三类人涨得最多，你符合条件了吗？,养老金都涨了，但这部分人涨得最多,agreed
“清明蔗毒过蛇！”清明将至，这种红心甘蔗千万别吃……,辟谣！清明甘蔗毒过蛇？吃对了还有这三种功效！,disagreed
减肥并不难，睡前一个小动作，水桶腰迅速消失,减肥并不难，只用一个小动作，早起两分钟，体重迅速往下掉,agreed
明星在片场尬性十足的行为：杨幂抠脚，但我只服最后一位大哥！,明星片场真快活：热巴翘腿，杨幂抠脚，赵丽颖花样最多！,unrelated
“岳池九龙广场现人贩子”系谣言,儿科医生辟谣 小孩生病靠“自愈”是谬论！,unrelated
南宁发现装有尸体行李箱？警方辟谣：系动物尸体,南宁发现装有尸体行李箱？警方辟谣：系动物尸体,disagreed
"老中医告诉你：“三高”最怕的蔬菜, 降血压降血脂",辅助降血压，这种蔬菜很多人还不知道,agreed
中国联通实力科普：WiFi路由器辐射大？晚上睡觉要关WiFi？,辟谣｜WiFi辐射对人体有害，睡觉必须关，这是真的吗？,disagreed
南门桥头一女子跳楼砸伤交警,净网2018 网警辟谣：“南门桥头一女子跳楼砸伤交警”系谣言,disagreed
8年糖尿病患者 不吃药不打胰岛素 轻松血糖降到6.1 成功摧毁病毒,多吃低碳水食物在加上喝它，血糖降至6.1，不在有上升趋势,unrelated
明年起电子车牌将全面实行，不安装的行驶车辆将面临罚款扣分处罚,交警辟谣：关于明年「电子车牌」的安装，别再传播假消息了……,disagreed
大肚腩别担心，专家秘方这样喝减肥有奇效，10个瘦9个速效不伤身,瘦不去的大肚腩，大象腿，教你减肥瘦身小妙招，太实用了,agreed
户口在农村的人，你的身价将倍增！赶紧围观！,户口在农村的人赶紧看，你的身价将倍增！（我要回农村）,agreed
PG ONE这首歌疑似教唆吸毒 虽道歉下架可情况并不那么简单,教唆青少年吸毒与公开侮辱妇女，PG ONE这次可能真的摊上大事了,agreed
“塑料粉丝”反复炒 看招远如何破,“塑料紫菜”视频谣言发酵 福建晋江紫菜企业损失惨重,unrelated
卓伟爆料著名人妻陪睡制片人和已婚男主野战，刘涛躺枪？,卓伟爆L姓人妻演员片场陪睡制作人，蒋欣力挺刘涛却被骂？,unrelated
营山有一老人碰瓷高考生,被撞却被传是“碰瓷高手”，别用谣言再“撞伤”这位老人,disagreed
腰间盘突出不用吃药，自己回家用花椒泡酒，七天就见效！,花椒的特色用法，腰腿疼痛，腰间盘突出，这样用有奇效,agreed
三马”2018首次同台，马云演讲：巅峰对白无工可打无生意可做 0,三马”2018首次同台，马云演讲：巅峰对白无工可打无生意可做 1,agreed
2018年3月1日起驾照销分新规出台车主千万要注意小心违章处理不了,「辟谣」驾照“销分新规”疯传，权威解释在这里,disagreed
深圳最贵的房子：深圳湾一号6.5亿？还有8亿的！真相是……,深圳又一家开发商被约谈 网传深圳湾天价楼盘纯属谣言,disagreed
183斤减到93斤，普洱这样喝，每天喝一点，坚持胖子变瘦子,280斤减到145斤，饭后喝一杯，减肥效果倍棒，帮你迅速减重(1),unrelated
潭下三名未成年人在公平乡被绑架,年纪轻轻就肾虚？每天吃几颗它，补肾壮阳让你夜夜龙精虎猛,unrelated
华为手机电池不耐用？点下这个按钮，充电一次能玩3天,华为手机电池越来越不耐用？摁下这个按钮，一次充电玩三天！,agreed
李晨无名指戴戒指 与范冰冰婚期将近婚址首曝光！,范冰冰李晨疑似婚期将至！,agreed
吃这4种食物等于自杀，其中一种你有没有经常吃！,吃剩饭剩菜会致癌？4个致癌谣言骗了多少人！,disagreed
乌拉圭阿根廷两国合力申办2030百年世界杯,优酷击败央视拿下世界杯网络直播权？都是谣言,unrelated
民警拿不出18万彩礼被逼跳河身亡,网传“民警拿不出18万彩礼被逼跳河身亡”系谣言,disagreed
水滴筹个人求助项目转发次数不够，钱无法到账,「辟谣」“水滴筹转发次数不够无法提现”纯属谣言！,disagreed
中国最后一位压寨夫人，95岁仍然美艳惊人！,中国最后一位压寨夫人杨丙莲，96岁颜值依然美艳动人！,agreed
智齿不疼到底拔不拔？我说100次不如央视说1次！,智齿不疼不痒也要拔掉？,agreed
吉首又出现杀人事件,保险街又发生杀人凶案？吉首警方：纯属谣言！,disagreed
王思聪向马化腾女儿送车求爱！马化腾同意了？网友：马云儿子哭了,王思聪表白女儿是怎么回事 马化腾亲自辟谣：子虚乌有,disagreed
川普痛打CNN第二弹！化身飞行员用导弹击落“CNN战斗机”,白宫幕僚长威胁要辞职？特朗普发推特辟谣,unrelated
根治糖尿病！不用几万，用这个方子在家轻松治降血糖（建议收藏）,一个方子，轻松降血糖，现在用效果翻倍，有糖尿病的记得存哦！,unrelated
杨紫秦俊杰分手了？娱乐圈又一对欢喜冤家要被拆散了？,杨紫秦俊杰隔空撒狗粮，自破分手谣言，网友：这届网友太难伺候,disagreed
五阿哥台湾腔与小燕子吵架杜海涛沈梦辰已分手？,沈梦辰晒绝美照片，很久没晒杜海涛的照片，疑似已分手！,agreed
晚上不能吃的水果有哪些?,这7种水果夏天多吃点，刮油减脂，清爽一夏！但有些人不能吃,unrelated
洋葱抗氧化，竟然对前列腺有这种效果，震惊专家的检测结果,一个洋葱半斤酒，专治前列腺，治一个好一个，快存！,agreed
王健林说出对儿媳妇的要求，王思聪慌了！网友：全国只有一人符合,王健林对儿媳妇要求有点高，网友表示：全国恐怕仅此一人符合,agreed
7月1日起驾考新增科目五,7月1日起驾考增加“科目五”？交管部门：纯属谣言，市民莫信,disagreed
李天一获超快减刑提前6年出狱，梦鸽满面春光,李天一提前6年出狱？北京监狱辟谣：消息不属实！,disagreed
害怕，红茶居然能导致骨质疏松,食醋这样吃会导致骨质疏松，还有哪些人不能吃，你知道吗,unrelated
王思聪和马化腾女儿正式交往？网友：这次应该是来真的,马化腾针对女儿一事发文辟谣，同时王思聪回归单身也曝光,disagreed
张柏芝要给孩子改姓，谢贤听后大骂谢霆锋！,孩子们长大了，张柏芝欲将儿子们改姓张，谢霆锋为何如此淡定,agreed
王思聪前女友雪梨承认已经怀孕12周,王思聪前女友雪梨怀孕，生宝宝后举行婚礼，网友惊讶速度快,agreed
8块钱一只收购“接吻虫”，发家致富指日可待,紧急提醒！这种虫传播“新型艾滋病”，被咬可致命！告诉家人和朋友,unrelated
网传腾讯放弃代理《绝地求生》国服 正在小伙伴失望时腾讯发话了,网传腾讯放弃代理《绝地求生》国服 腾讯辟谣,disagreed
洛阳高新区徐家营某小区发生诱拐小孩事件,辟谣：洛阳高新区徐家营某小区发生诱拐小孩事件？真相在这,disagreed
毛晓彤晒照片长相甜美，深得人心，新恋情似曝光！,毛晓彤新男友曝光，走出“被插足”阴影的她越来越活出自己了,agreed
李小璐有悔改之意，贾乃亮已原谅李小璐，请不要再伤害他们的孩子,贾乃亮辟谣：甜馨被问“妈妈给谁戴绿帽子”视频系后期合成,unrelated
独生子女将无法继承父母房产？99%的武汉人都不知道！,4月1日起独生子女将无法继承父母房产？辟谣：非唯一继承人,disagreed
木耳和它一起吃，胜过冬虫夏草 降压降脂护血管！,杨颖新剧玩消失 黄轩与空气飙戏三天,unrelated
大清铜币的价值百万可有此事？,大清铜币价值百万？,agreed
堪称糖尿病的克星 如今不用药不打胰岛素 还能润肠祛燥,糖尿病不吃药不打胰岛素9天降下高血糖，是怎么做的到,agreed
张一山恋情再添实锤？网友纷纷化身名侦探搜出铁证,张一山恋情再添实锤？所有的蛛丝马迹都在这了,agreed
医生忠告：这3种蔬菜越新鲜越不能买，吃的越多癌细胞增长越快,蔬菜种植技术：肥效越快的肥料就越好，看看怎么打破这样的谣言,unrelated
无尾熊CP真的凉了！台媒曝潘玮柏秘恋上海空姐，并已进入同居阶段,潘玮柏工作室辟谣新女友：减肥辛苦与朋友吃烤肉,disagreed
维生素e这样用，对美白祛斑大有帮助，你还说斑点去不掉吗？,中药专家教你用维生素E美白祛斑的正确方法，赶紧来试试,agreed
减肥食谱，一日三餐，坚持吃一个月瘦到80斤,葡萄干减肥法：葡萄干泡上醋除脂瘦身，一个月甩掉20斤,unrelated
百盈早报：申花续约莫雷诺 加图索任米兰主帅 特维斯将离开中国,莫雷诺将短暂离开申花,unrelated
生姜切片加它泡，一天3片，快速减肥，7天瘦9斤，20天减掉大肚子,生姜+它快速减肥，7天瘦9斤，肚子小两圈，瘦身治便秘，不反弹,agreed
很多人不知道蚊子怕什么，奶奶就用大蒜，几分钟把蚊子消灭干净！,辟谣：据说O型血更受蚊子喜爱，真的吗？,unrelated
告别GPS！国产北斗导航地图来了：5月1日正式上线！,北斗地图APP将上线 专家辟谣: 与北斗卫星导航定位系统无关,disagreed
李天一提前6年出狱？时隔5年，当年的女受害者，如今却活成这样,李天一提前出狱？遭北京监狱局辟谣，受害女生如今成这样,disagreed
圈黍说：杜海涛沈梦辰结婚？关晓彤套路？3unshine发新歌？王俊凯综艺？钱正昊新歌diss爱奇艺？,杜海涛和沈梦辰低调结婚，这下可没吴昕什么事了,agreed
余承东回应卸任华为终端董事长传闻：未拼尽全身力，岂敢先溜！,华为终端董事长“卸任”传闻是真是假？余总亲自辟谣,disagreed
余承东卸任 7年辉煌造就2360亿年收入 堪称华为魔法师,余承东3月卸任华为终端董事长？官方：不予置评,agreed
忻州忻动购物广场打架斗殴至人死亡,网警辟谣：“忻州忻动购物广场打架斗殴至人死亡”系谣言！,disagreed
物流运输快讯｜蓝牌货车即将全面取消营运证；阿里云零售事业部与天猫淘宝合体,谣言粉碎！天猫超市今天宣布最重要的全面升级,disagreed
喝咖啡会致癌？美国人将星巴克告上法庭，你还敢喝吗？,“星巴克致癌”谣言——莫用流量制造焦虑,disagreed
仙人掌可以根治腰间盘突出，90%的人都不知道，用流量也要看完！,腰间盘突出症，一颗仙人掌一块姜，坐骨神经痛也受益，赶紧收藏,agreed
娄底现迷药香皂有人被偷光钱财,辟谣：“娄底现迷药香皂、有人被偷光钱财”系谣言,disagreed
网曝阚清子纪凌尘已分手？纪凌尘疑出轨嫩模？,网曝阚清子纪凌尘已分手，纪凌尘疑出轨嫩模,agreed
手机输入4个数字，即使女友什么都不说，也能知道她都干了什么！,手机输入这4个数字，1秒就知道你老婆用手机干过什么,agreed
男童被弃超市门口 监控拍下遗弃画面,昨天爆款的那个“50岁男子暴打不让座的8岁男孩，男孩母亲在派出所内戳掉男子一只眼睛”的新闻，今天就被警方辟谣了。以前说惊人新闻等三天，现在一天就有辟谣了。,disagreed
乌龙球啊，于文华老公把朱之文介绍给她，结果朱于二人却绯闻不断,于文华和朱之文有绯闻，听听于文华如何评价大衣哥,agreed
巧克力的几大食用误区,产妇顺转剖，吃了巧克力喝了红牛的情况下，如何进行麻醉？,unrelated
上高速要查载灭火器三脚架？未带一次扣6分！,「辟谣」车上没灭火器罚200扣6分！朋友圈爆款谣言你看过几个,disagreed
火箭白菜价获得第三巨头，明年总决赛见！网友：还是莫雷有眼光！,霍金曾发生过的“预言不准”我们也不必太过于担心，但也不能对“200年内地球毁灭说”付之一笑。地球只有一个，珍惜,unrelated
王思聪牵手新任女友米咪逛街，细数王思聪的历任女友,王思聪新任女友背景遭扒 自认比豆得儿漂亮要做王太太,unrelated
教大家自制玻璃水,玻璃水根本不用花钱买，只需要5毛钱能做一大桶，喷的清香又实用,agreed
娱见｜范冰冰被张天爱截胡？关晓彤糊了？李莎旻子被封杀？,沈梦辰如何做一姐，封杀了一个李莎旻子，又跳出两个新劲敌,unrelated
史上最全食物相生相克表，为家人收藏！,3·15晚会实力辟谣！所谓“食物相生相克”，不存在的,disagreed
夏邑县中医院急诊科收治一名车祸少年，现急寻家属,为啥赵薇的嫂子离婚能分到5个亿？,unrelated
喝“白酒”可以抗癌？还有这么好的事情,喝白酒能抗癌？洗澡不能先洗头？这些都是谣言,disagreed
47岁王菲近照曝光，竟然已怀第三胎？谢霆锋的回复绝了！,王菲近照曝光，多日不见竟已怀第三胎？谢霆锋的回答让人深思！,agreed
木耳和它一起吃，胜过冬虫夏草 降压降脂护血管！,马云拍戏请假去见总统，baby片场接电话失踪5天，黄轩对空气演戏,unrelated
几片生姜居然把胃病治好了？生姜这样吃胃病不敢来找你！,几片生姜就可以把胃病治好了，经常这样吃胃病不敢来找你,agreed
网上消息称：孩子练拉丁舞会导致性早熟！,"网上热传""女孩跳拉丁舞会导致性早熟"" 医生辟谣！",disagreed
九年义务教育升级为十二年制？教育部官员回应,终极辟谣：取消中考、高中纳入十二年义务教育，都是假的！,disagreed
毛孔跟蜂窝一样粗大？洗脸加这一物，皮肤不出半月就变得水嫩嫩的,贴士一点通：快速改善面部粗糙毛孔粗大，不用你花一分钱,unrelated
女生独行遭流浪狗撕咬，走路遇到恶狗该如何自救？,大学女生遭流浪狗撕咬 这事该怪谁？,unrelated
张靓颖被传离婚后，首次发微博,爱拍照却拿不出怀孕写真，难怪Angelababy被怀疑是代孕,unrelated
小小的节能灯竟然可能会致癌！许多家庭都陷入使用误区！快转发！,辟谣！节能灯竟致癌！告诉你节能灯正确使用方式,disagreed
朱迅素颜与儿子现身机场，三次癌症复发，如今依然活得很精彩！,央视美女主播朱迅癌症复发脸部变形判若两人被迫离开舞台！,unrelated
紫菜是塑料做的，粉丝也是塑料做的，塑料君最近真的好忙,百度发布2017十大谣言：紫菜粉丝大米是塑料做的,disagreed
“网红酒驾食品”导致酒驾？交警现场实验辟谣,“网红酒驾食品”导致酒驾？泉州高速交警现场实验来辟谣,disagreed
终于不用花钱染发了，八旬大妈一周白发变黑发，就是用的这个方法,白头发越长越多？用它洗头发，3天白发变黑，再也不用染发！,unrelated
杨幂跟刘恺威刚办完离婚证就收到电话说他们买婚纱中蜜月大奖,刘恺威与杨幂离婚传闻越演越烈 你都不知道刘恺威有多爱杨幂吗 3,unrelated
5月1日起，芯片磁条复合卡的磁条交易功能将关闭,「辟谣」5月1日起银行卡磁条交易功能将关闭？人行温州市中心支行：系误读！,disagreed
紫菜由黑塑料制成？,紫菜是塑料做的？生产商联合辟谣并报案,disagreed
扫二维码可交违停罚款？交警教你辨别真假罚单,福州交警辟谣:朋友圈疯传的这条处理车辆违章信息是假的!,disagreed
农村土地要不要退出？有些地方补偿每亩10-20万！,农村土地永久退出可获得10~20万补贴，满足以下3个条件就行！,agreed
花椒：失眠多梦的克星，只花不到1块钱，7天断根，一用一个准,花椒：失眠多梦的天敌，只花不到一块钱，3天断根，一次见效,agreed
推荐2017年投资最小 赚钱最快的创业项目 致富首选,推荐几个最容易赚钱的农民创业致富项目 个个暴利吸金！,agreed
17岁少女车祸离世，连续几天给父亲托梦，最终决定令人心痛,17岁少女车祸离世，连续几天托梦给父亲，最终决定太令人心痛,agreed
孕期这三种食物吃的多，可能会影响胎儿大脑发育，准妈妈要知道！,一孕傻三年和怀孕全身麻醉影响孩子智力是真的吗？这些谣言不可信,unrelated
